name;comment;Label
ratnajenong_;Sayang kalean lah pokok nya💕;positif
slvnrxx;Mas abi 😭;netral
yourbabe_in_here;Best😍;positif
ienrs.png;g lama blokiran lagi hmm;negatif
slvnrxx;Mas abi 😭;netral
nadiantrh;Finally❤️❤️❤️;positif
nabilamelani;Aminnn🙌;netral
lilismawar;genggam karin teruss kak sab❤️;positif
putriangelicaaaaa;Cute banget😩😍;positif
aigaa.n;Kayanya nnti cowo ak gt deh;netral
emmajean.__;DOBLEH😭😭😭;netral
manusiabiasaa97;Udah aku setuju sama yang ini mah .;positif
egaanuraenii;❤️❤️❤️;negatif
ladyka.nsa;Unchunch;netral
melllvisinaga_;berapa jam ini nunggunya WKWKWKKWK;negatif
_kajulia;deket rumahhh😭❤️;netral
auliaraaahmaa;Abi cute;netral
bemylady.wedding;❤️❤️❤️❤️;netral
hestian16_;ngga ngajak adenya😭;negatif
_bradthms;co.choc🙌😂😍;netral
cyintia01;Muka nyaa mirip semoga jodoh ka ♥️;positif
uthemaiyda;👍;netral
andinyfarsya_;cieelah,;netral
awkarinsh;❤️❤️❤️;netral
pujatrirismayani;Cin bucin wkwkkw;negatif
shellatasya_;Mirip mukanya😍;positif
qas.ert;Tolonggg satenya itu enak bangetttttttt kaaaa❤️❤️🔥🔥🔥🔥🔥;positif
kejiae;cuteeeee😍;positif
firohnsm;Cutie❣️;positif
revivihanii;Cakepppp;positif
rydaarumm;Mas abi;netral
emiresalma;Enakan Mbak Bella;negatif
gelapguliita;Kemaren kesitu tapi balik lg gara2 penuh harus nunggu 2jam😭😭 seenak itukah? Yatuhan ngidam nii belum kesampean;negatif
udahgantinamaaa;cepet nikah😍;positif
anotherw00rld;lu knp cocok bgt sm dia sih ka;positif
maulidakabir;Knp ye suka bgt ngeliat mreka bdua;positif
dnfcollection95_;Kangen jogja😍;positif
ika_ramadhanii;Ganteng banget astaga 😭;positif
matur.suksma_;Mantul ka kari 😍❤️❤️❤️;positif
veeyadeviana;Disini abi masih kurus kita lihat beberapa bulan yg akan datang😂😂😂 menggemuk;netral
spg_tembilahanteam;Karin love you;positif
auleeex;langgeng karin!🤎🤎;positif
aurellfransiska;mirippppp;positif
novalitasng_;💙;netral
778qhaga;❤️❤️❤️;netral
dianaviani_;Deket rumah aing :v;netral
nienahartanto;Kk lg d jogja?;netral
gradisayn;Emang ini itu enak bgt guys😭😭😭👍;positif
putrisaesa;Kenapa kita tidak bisa bertemu ya 😩 padahal satu kota 😩;negatif
ibgadl99;😍;netral
_azzahralatifah;Bismillahirrahmanirrahim semoga nikah amiinn😘😘😘;positif
agunggwy;Lu cocok rin ama dia wkwk🔥🔥;positif
ris_bung;nunggunya 2jam🙃👋🏻 byee;negatif
nybaekhyun;Mirip bgt anjay;positif
ssharkdododo;mirip masa hahahaha;positif
oleoenak_;Miripppp bgt;positif
dellavianni;buchin 2 😂;negatif
ribkarotinsulu;Uhwaa😍;netral
nandabekham;happy u❤️;positif
siscaprnma;aduhh😍;negatif
abottleofsoyamilk;Mirip bgttt yaampunn;positif
riska.afrini03;😍😍💯;netral
golipppp;❤️;netral
adefl_;beuh❤;negatif
kadeeev;Udh pernah;positif
safa.rizky;Dek karin sayang...;positif
slay.kardash;ganteng bgt dah jd pengen kak;positif
shelvyvitalokaa;Woww gantenk;positif
shintawulandika_;YG TERAKHIR YA RIN INI JANGAN GANTI LAGI!!!;negatif
dino_sp78;Enak......😋😋;positif
srisaaaaad;Kaya mirip;positif
levizaainur_;Udh cocok bgt da;positif
hopeyoulikeit.1300;berapa jam nunggu nya?;negatif
lenny_sw21;❤️❤️❤️❤️❤️❤️❤️❤️❤️;netral
arfiafio___;karinn ke gunungkidul kapannnnn🔥;netral
kamseupay.ewh;lg hunting makanan buat resepsi nih pasti. HAHAHAHHAHA😂😂;positif
huntiz_;Mirip banget kak😂😍;positif
lalelalisaa;mirip bgttr;positif
shotbynazwa;Udh nyoba.emg enk bgt!;positif
ssalsabilillah.rhnn;Mas abi;netral
priscaamalia;Mas abi uuuuuu 💕😂;netral
vinamldya;❤❤❤;netral
aliefawfght;Makan sendiri enaknya biasa Aja,makan berdua, enaknya LUAR BIASAAA WKWKWK🤪😂;positif
chizka_bintang;Deket rumah ku itu rin...;positif
dindaaarahmaa;duh😍;negatif
pecintaleopard;Aaa😍😍;netral
cudikusumaningrum;Rindu jogja dan isinya 😥;positif
mantasals;i ship u both 4ever!!! amiinn;positif
triniasgita;Luvv;positif
inclinnn;💛💛💛💛💛;netral
batiktoba;😍♥️♥️♥️;netral
ayudiasv;mas abiii;netral
ainuntafsinai;😍😍;netral
shintanrn12;Mirip😊;positif
syifanufikaa;Mas abi mba karinn😍😍😍;netral
auliaanrhm_;kembarr!;positif
efullsimpell;💗💗💗;netral
abcdvnaa;Sah;positif
kareng_;Aaaa ning pleret😥;positif
syntiaeka;Rin mirip semoga yg terakhir yaaak haha;positif
marshhaa;ahhhh🖤;netral
nauandmom;Cocok dan mirip. Jodoh ini mah;positif
hawadah_herbalshop.id;Udaahh diiettt taapiii gaak kuuruus kuuruus?? Seeriingg diiledeekk kaarnaa baadaan geemuukk?? Kaamii puunyaa soluusiinyaa kakk .. sooluusii tuubuuh laanggsingg ideaall deengaan caaraa muudahh.;negatif
hawadah_herbalshop.id;Yaangg seedaangg meencaarii prooduukk keecaantiikaann booleehh koonsuultaasiikaann viiaa DM/whaatss appss teerseediiaa peemuutiihh gloowiingg waajahh daann seeluuruuhh tuubuuhh paaraa seeleebb baanyaakk diiscoouuntnyaa loohh😍;negatif
hawadah_herbalshop.id;Boomiingg niihh peemuutiihh gloowiingg waajaahh daann seeluuruuhh tuubuhnyaa paaraa seeleebb.. untuukk keecaantiikaann seemuaa paaraa waaniitaa laagii diiscoouuntt loohh yuukk seerbuu guuyss..💋;negatif
hawadah_herbalshop.id;Haalloo .. maauu taampiill caantiikk puutiihh gloowiinggg waajaahh daann juugaa seeluuruuhh tuubuuhh seepeertii paaraa seeleebb ? booleehh koosuultaasiikaann teerseediiaa diiscoouuntt beerliimpaahh seetiiaapp haariinyaa💋;negatif
eareysayahoo;Mantap;positif
eareysayahoo;Panggang;netral
lissya.fa;Mirip bgt😭💛;positif
megaan_tao;Luvvvv;positif
fififebriyy;Gemesss kleann;positif
andinaadwi;sabian ganteng;positif
dheas___;Mirip;positif
rahmaalzoeta;Mirip semoga jodoh;positif
diniriss_;Jangan ganti lagi plis;negatif
tiaraaudiina;Maniss banget❤️;positif
rere_restii;Bahagia selalu rin;positif
desaklosika_;Cocok bngttt😍;positif
nitaputri.kurniaty;Cocook sama yg ini rin;positif
serynnm_;Mukanya muka jodoh dong, moga jodoh beneran, moga tahun ini Karin sebar undangannnn. AMINNN;positif
karismanrd;Mas abi🤤;netral
livelifecalmly;Cakep anjg😍;positif
orbertstudio;Sate pak is kak the bestttt ❤️;positif
adeeskrtn;U guys are so cute❤;positif
dpzptr;pipinya,bahagia bgt🌈;positif
reny.ekasari.1;Udah lah cocok😬;positif
nrhkmhmellow;Manis banget senyum nya😍😍😍😍;positif
dpzptr;aku;netral
focusgalleryskincare;💜💜;netral
annelirawh_;Tadi aku kang parkirnya;netral
edihartonoliem;Enak beudh sate Klathak, rin 👍🏻;positif
lesyeuxdeloone;mas abi kecolok jepit...;negatif
leetaehvi__;Duhhh>_<;negatif
ohhhregi_14;Gilingggg😍;netral
deyanaawa;Mirip rin semoga jodoh yaa hehe amiiiin 😊;positif
_aafidahtan;mirip astaga🔥;positif
syakirru;mirip juga kalo diliat liet ey;positif
netaedeem;Kembarrr;positif
shelakikyn_;Terlalu gemas❤️;positif
hantullf;semoga dilancarkan sampai akad. aamiin💞👼;positif
arsipdumb;Syedepp;positif
chandramdm;❤️❤️❤️;netral
dessyaprilias;Aw aw aw lagi dijogja mampir ke gunungkidul kak💖;positif
via.mf;😍😍😍;netral
dianapplya;Cocok;positif
novitatrii17;💖;netral
nazwasafrinaa;Aduhh mas abiii 😭;netral
izunie_aphi;❤️❤️❤️;netral
dheaedh;Sekilas aku liatnyw dia DO exo:(((((;positif
ichyagrc;BAHAGIA TERUSSS YAA MBA KARIN, MAS ABI❤️;positif
yxbukanmae;ganteng dah;positif
safamonika.sr;Ganteng banget mas ABI;positif
plumpyliss;SENENG BGT KA KARIN BISA KE JOGJAAAAA❤️;positif
putkaruniarr;💙💙💙;netral
anennnnnnnnnn;😍❤️😍❤️;netral
fillan.ciaa;Langsung bulan besok rin;netral
naadinesf;aliiggg;negatif
audyycst;Smg samawa🙌;positif
dliyaryanitha;Gemes bgt sih😍 bismillah semoga cepet nikahh amiinn🙏 eh btw senyum nya mirip kaa;positif
anitaawl;Mirip yaallah wkwk;positif
myhppnst;Besokk kemane nihhh;netral
auliaeste;💛;netral
ssucayy_;lucu bgtt;positif
syirahil;sayangg masabi❤️;positif
daviinasa;yang terakhir aamiin!;positif
putriiimulyani;😘😘😘😘;netral
dessi_aliusman;Cucok;positif
candrikaha;Kak cobain sate mbak bella imogiri bantul juga donk itu juga rekomendet klo pas dijogja 💕💕💕 enak wes sumpahh;positif
nadiraarifai02;Mirip bangett;positif
muhardiii_;Happy ending 🤲;positif
firgiawanha;Cocok;positif
dnsacaa_;❤️❤️❤️;netral
irmaputri0111;Semoga lancar sampai hari H 😇😘;positif
dian.adeputri;Musalaisi gangga beb kauji;negatif
randikaradit;Mampir Sarkem ka 🤣🤣🤣🤣;negatif
gituiwan;💖💖👍;netral
sany00ng;😍;netral
angela_jay1331;💗mirip=jodoh💗;positif
depitaapearce;💛✨;netral
leenods;Ini pakpong yang sebelah mana kak?;netral
freshfrom.milss;KOQ KALIAN MIRIP BGTSIII;positif
ichaaooo;Ko mirip si😍;positif
hitarchsnnh_;❤️;netral
annisamuti.aa;😻😻😻😻;netral
indahkodii;Ihhhh tau dehh ayaammm😍;netral
bodyideal.ofc;Pelangsing 1Day 1Kg😍;netral
icehearthh;Gemash sekali lihat kalian berdua😭 langgeng ya kak 💖;positif
mutiaafifah_;Porsi setengah,dan porsi satu🤣;netral
ammirraahh;Udh cocok kak, semoga langgeng! ❤;positif
oliviawidiyanti_;💖💖💖;netral
nanadwsptr;Mampir kerumah rin, deket sama sate klathak pak pong;positif
itz_wuuf;Tayang tayang aku❣️;positif
abbey.abbelics;🕊🕊;netral
hiideedee;Sate klathak terfav!!!;positif
ridamarlita96;Ih mirip.. sumpah 😍;positif
azhyraa_;Aamiinin ges;netral
paapaattt;gataulah males, w seneng beud liatnya😭;positif
raishafebriantina;♥️♥️♥️♥️;netral
yesinurmaningsih;So sweet amat sii😍😍😍😍buruin halalin hehhe😁😁😁semoga langgeng kak;positif
livquid;gemes bgt😭;positif
gitiing_;Aduh mas abi 😍😍😍😍😍😍;netral
cachaahaha;yasss!!!;positif
sitaanggr;Jogja❤;positif
robbyfikriakbar;Hmmm;netral
robbyfikriakbar;Hmmm;netral
bellaeufrasias;Enak bgt emg;positif
sinarjayasal;manisnya;positif
itsme.rafiq;Lah yang fotoin siapa cobak??;netral
kymkirana;Cocok 😍;positif
mldsfaa;Alhamdulillah sah;netral
putrimila___;Azeeqq;positif
kkipikapa;🖤;netral
intanlestaary;😍😍😍;netral
futriirzarahayu;Uwu bgt 🔥🔥;positif
verronicaherminolda;Sagitarius kl lg cinta2nya nempel terus... Trus abis gitu bosen 😝😝;negatif
yaniiiys_;Senyumnya mirip gangga.;netral
lkmnldyy;❤️❤️❤️;netral
rianikekee;uuuh mas ❤️;netral
dailyyymeh;Gemeshhh!♥️😍😍;positif
rizkykiky26;Cie jadian;netral
viccyona;Kelihatan lebih dewasa ya hubungannya, lebih tenang❤️;positif
awsyesye;aaa sayanggg;positif
destrianilaras;Cocok bgt :(;positif
karinanind;dipinggir jalan malioboro kaaaakk;positif
delynaputri;Ganteng ih pacar nya;positif
nadiaantau;😍😍;netral
eraheuy;🖤;netral
maulidatirizka;💝💝;netral
nissaninaa;mirippppp😍😍😍😍;positif
lawrancepatreciaaa;❤️;netral
nciii_____;Udah ya plis sama yg ini aja;positif
anneajaa__;Pasti nunggu lamaaakk bettt,-;negatif
nrizzaa__;Mirip ih😍;positif
tazkiaahan;Haduuu😍;negatif
andetttta;Semoga yang trakhir dan sampek pelaminan amin... Hanya bisa mendoakan yang terbaik❤️❤️🤗;positif
dinnnnnda_;"Lg icip"" menu yg pas buat prasmanan nanti";netral
gemarlita;Duhhh gemeshhh😘😘😘;positif
gitafannyns;Mirip deh wajahnyaaaa;positif
mrclnmln;Sumpah mirip;positif
nasywars;cocokkkk kapan sebar undangan?;positif
nurulafyhh;deh sukaku ini berdua😭;positif
gusnandiii;gemez;positif
st.sol_95;Mirip😀;positif
chunaydiasyah1297;❤️;netral
bebabyybeee;sedep bgt sih mas abi;netral
tsyzra;Cocok batt parshh!!;positif
faradlktr;Kembar bgt sii heran;positif
kendalmemar;cocokkkkkkkkkkkkkkk sekali:(;positif
ayundaajeng__;Uwow;netral
viranissaichi;Klo sma yg ini , aku liat nya ademmmm😘😍;positif
putrifaradikapiyadii;😍😍;netral
viviekriistiina;Jd kangen jogja kangen sate pak pong 😁;positif
gitaabunga;💛;netral
ilaikaimas;Nunggu nya berapa jam rin 😅😂;negatif
arlindaadr;2020 sebar undangan nikah, yuk amin in yuk!;positif
yuddamr;💓💓💓💓💓💓💓💓💓💓;netral
10_richgirl;5 menit dari rumah ini;positif
evarahmawati026;Cute banget😍;positif
aaiicaa00;2020 naik pelaminan😝;positif
lnrhmh__;Qobiltu nikahaha wqwq;positif
azzaroffana;😍😍😍😍😍😍😍;netral
tinkywinkyyh__;Tp ini emg enakkkk bgt:(😢;positif
awnangg;lengket terus ya😍;netral
nndyslv;Mas Abi Yang Kmrn Ngajak Gue Ngopi Rin;netral
imellyta;2020 pacar baroo;netral
titaniajulinar;Mirippp gilaaa;positif
kdwim11;Couonya cakep ugha hehe;positif
aliya.nelly;masyaallah mas abi 😍 uwww kwkwk;positif
haimemei;Bucyn;negatif
cahyatilailaatul;Mirip😭❤️;positif
bskajwgi292;Cocok kalian berdua cute😘;positif
triaauliaaaaa;Gemess🥰;positif
bettyindah64;❤️❤️;netral
sulisnawahyuni;Cutieee💛;positif
hautekuchen;😍😍😍😍😍;netral
putri.meylanm;Cakep bgt 😍;positif
ritalaufra;😍;netral
99pujiilahi;gemasshhhh, bismillah semoga cpt halal ka karin n mas abi!!!💜;positif
shotbyraa;have fun karin❤️, mas abi jagain karin terus ya;positif
mayangjeje;@vintaaprl;netral
kalyanatntr_;Mampir jalan kaliurang lah kak @awkarin;netral
khyasha_kay;Mas abiiii ❤️;netral
lulukil_maknun;Jogja vroh . Galau ganih 😅😅 @awkarin;positif
jennyadelia5;😘;netral
ootdfafa;Pusing ga tuh mas @sbngram tiap detik mbuak @awkarin buat snap teros😂😂;negatif
ernaaad_;😭 @oktaviafauzatur;netral
_kintanaaa;😍😍😍😍;netral
triyaaatnhs;Kleaan emg gemes;positif
sitiftr_;Moga ini yang terakhir ka karin @awkarin;positif
shafayumnaa_;😭😍❤;netral
ayu.set11;Selamat makan selamat malming kalian😍 @awkarin;positif
geryylnrdy;JADI PENGEN :(;positif
stiawaan3;Pacar baru?;positif
cintaraturicca;Mending sama ini drpd sebelumnya;positif
dexawdys_;😍😍;netral
septypcy;Kamu kapan ?!!! @cangkitung;netral
salsabilalarass;Mas abi gantenggg🥺😍;positif
mommy_ramal;Dibaca yuuuk 🙌😍;netral
keukeuw;😍😍😍😍😍;netral
aleeleeaaa;NIKAH NIKAH NIKAH NIKAH NAPA🙁😭😭😭😭😭;netral
devipew;😍;netral
mut.tamm;Mas abinya manis banget😍;positif
fitriagrm;Kak hati2 main ke Jogja, tempatnya nyaman dan membekas bgt susah dilupain loh!!!❤;positif
riskaomegaa;Yang ngefotoin siapa kak;netral
d.dkms;ganteng bgt si abi😘😘😘😘;positif
jogjalavatour;Emang terbaik sih Pak Pong tu, dari berapa sate deket situ pernah cobain emang paling top rasa dan porsinya, ga heran kalo rame terus;positif
flarfantyra;Cocokk😍😍😭;positif
rizaaazaa;Mirip😍;positif
ricaandriani;Bismillah...;netral
1180130024_;NIH SATE KLATHAK @difhaelhaq;netral
sofwanaz;Fiks besok botak;netral
fira.pn;😍😍😍;netral
vermianda.n;Cutie;positif
alfaskinbalishop;❤️❤️❤️;netral
dikaput__;❤️❤️;netral
_aqira05;Galfok sama cewe yang dibelakang😂 @awkarin;positif
rifkykrismonn;❤️❤️;netral
octarhm;Mas abi bisa mampir kekosku bentar loooh😂;negatif
nazarinmayrina_;Mirip ka ihh;positif
giangege;Awgemash 👏🏻;positif
raa.piraaaa;Titip jodoh gue ya rin;netral
melynrvynaa;Mass abiiiii;netral
yofialfa26;❤️❤️❤️;netral
puppydusk;READY VOUCHER GOJEKNY KAK😍😍😍😍😍😍✨✨✨✨✨✨;netral
fannynuur;Rin yg ini cakep bgt rin,  w jg demen rin 😂;positif
dewade._;Duh😍;positif
de.imaniar;Lebih suka liat karin sama abi ❤️ longlast yaaa;netral
lintangiraya;Mirip, dan kata orang kalau muka mirip bakal jodoh aminnnnnnn.... 🙌😙❤️;positif
whodizgurl_;Miripp;positif
istianah_agustika;Gemesh sama pipi karin skrg 😂;positif
apple.apl_;gantenk bgt;positif
etikaputrii;Abis kesini beberapa hari lalu sama pacar, sekarang udah mantan.;negatif
nadashaabira;MIRIP;positif
sophiatlh;mirippppp;positif
anastasia_rachel10;Gatau kenapa mas abi cakep banget😭;positif
njmhratu_;Aalllooooo kaaa karinnnn❣️❣️❣️;netral
anennnnnnnnnn;😍❤️😍❤️😍;netral
lizaagsts;Kek lebih berkelas gitu skrg 💕;positif
aniscahyaa;😍😍;netral
saraswttee;Azekkkkkk;positif
akusiapaya13939;Kapan gua punya mas mas kaya gitu😭😭😭😭;positif
taro_veno01;😍😍😍😍😍;netral
hidayatulsy_;Mas abi ganteng 😍😍😍;positif
unknown_babe_22;gagah bgt siiiii mas abiii😭😭😭😭;positif
veeeee.er;Fiks mirip;positif
vinasekarrr;❤️❤️❤️;netral
dhiniii8;😍🖤;netral
vloerdw;💖💖💖💖;netral
urmilaa22;Mas bian😭;netral
oktaviaaaaaaa__;Manis bgt;positif
hildaaputt;Gemezz❤️;positif
dafadw;Insyallah sah yah😍😍😍;positif
ssssxaviorssss;Duh, suka bnget deh liat pasangan ini, langgeng ya ka karin❤️❤️❤️😘😘;positif
deafndd;ludcuuuuuu😍;positif
iwikkk_;Honey moon;netral
didasftr____;Mirip banget kalian😍;positif
fatimahpulungan_;Pasangan yg kemarin sudah cerai ya😁;negatif
secondnyanana_;SUNG NIKAHHHHH LAHH KALIAN COCOK BET;positif
bebekfefey;Mas abi manis bgt dah;positif
noorinayah_;unch bgt huhu💓;positif
hazimpras;#karin2020nikah;netral
chun_herwindho12;❤️;netral
berberelahhh23;mas abi porsinya banyak juga wkwk;positif
slsxxz_;😍🥰;netral
chantikzzh;😍😍😍;netral
aldofuckingjenner;Cu bing bing;positif
aniingggg;💖💖💖💖;netral
afitanurfina_;😍😍😍😍;netral
takemichi.el;Kak makan ayam geprek yuk;netral
rev.reborn;dia yg pacaran gw yg gemes;positif
inndah.a;aaaa😍;netral
amalialynd;❤️😭;netral
ceapeee;💛💛;netral
holykamelodione_;Yu mas abi yu mulai chubby yu😂😍;netral
ayundashakeela;❤️❤️;netral
arul_ahlaki;😍😍😍😍😍;netral
putrianaark;Hmmm😍;netral
labibatunadya;ADEM BANGET LIAT NYA;positif
tria09_7;❤️❤️❤️;netral
patut_irawati;Mas abiii;netral
d.azkiya_;gemez;positif
runisart;Ganteng ih pacarnya karin yang sekarang;positif
ririnsansuar.nh;💙💙💙;netral
maharaniiia;gemesnya mas abi;positif
salsabilaagt;Emank sate klatak terfav!!!🥰;positif
aliefrossyani;Mas abiiiii 💙;netral
dinamauli26;luvv❤❤❤;positif
nklaras;Deket bgt sama rumah😭;positif
fajhar_pratama;Miripppp😍;positif
fahrybieber;Uwu;netral
tasyauliaptr;wuuuw😻;netral
rzkyaprllia;terlalu uwuu😻;positif
nitx7;2020 sebar undangan😜;positif
vaniaanabilaa;Knp dah mas abi ngangkatnya garpu 😂;netral
berberelahhh23;mas abi❤;netral
elgflowers_;Kado annive ultah wisuda awet bertahun2😍😍;positif
maaandddaaaa;😍😍;netral
susantixyy;Pak pong satenya bungkus satu ya;positif
pancoror;💟👍🙏;netral
devsrynt;Cantik banget sih😍;positif
atikasali;Mirip 😍;positif
eriantidsn;❤️❤️❤️❤️;netral
hihellody;Semoga langgeng karin & mas abi🙏🏻 cocok total.;positif
nikitannisa;ngaco☹️😍;negatif
vikanirvanaa;😍😍;netral
yolaainunsilvana;Ganteng betul mas abi ❤️;positif
imaakurniia;Sate kesukaanku ❤️;positif
mamaulie_;Ganteng beettt;positif
zulfikarfikryy;Pak Pong woiiiii;positif
rdtlmuhlisa;😍😍;netral
_daraand;Cocok kk 😍;positif
hubbillahhh_;Manisnyaaa mas abbi😢;positif
tamarlidyaa;❤️;netral
deactivedaccouunt;Direply karin aku berenti nakal!!;positif
nadilailma;💓💓💓;netral
911.whatsuremergency;Your taste of MAN this time, didn’t fails us😭;netral
kezia_franchessa;🔥🔥;netral
ulfahnimatull;Miripppppp pake bangetttt😭;positif
chiesanylsh;😍🔥💖;netral
ariqah0;deh;negatif
pitha0411;Serasiii❤️❤️❤️;positif
lizaahhh;damn cute😭😍;positif
zararifah;Gemessssssssssss;positif
jenifervandora;😍😍😍💯💙;netral
dita_silviaa;Duhhh udahh lahh cocokkkk😍;positif
aulianur_1;Gumuyyyy 😍;positif
aulia.ramadhanii;Mirip masa depan ku;positif
annndaptri;💕💕;netral
gienahanny;❤❤❤❤❤❤❤;netral
haartii__;@_serlyma cedakmuuuuuu;positif
awdcrd.lv;Ishh💙💙;negatif
novirizkyani;Cie;positif
audya.tp;Mirip bgt asleeee😍😍;positif
peninggibadan.cepat.id;Jangan mau pendek yah nanti di ledekin temen loh mending cek akun ini yuk😂😍;negatif
dydyy3901_;Miripp😍😍;positif
sbngram;R8;netral
kitslimyreall.id;Yang kurus jngan liat profil aku nanti kamu gemuk❤❤❤❤;netral
odeliapurn;😍😍😍😍;netral
bobyibrahimmm;Pemutihhh terbaikkknyaa adaa diii siniii cekk igkuu :);netral
intanafridaa;Mirip banget kaya adik kakak;positif
jelitaafanjun;mampir jakal kak;positif
anennnnnnnnnn;😍❤️😍❤️;netral
